Localidad,Latitud,Longitud,NumAccidentes
LOCALIDAD SUBA,4.769187511387257,-74.04573015872515,1
LOCALIDAD ENGATIVA,4.68056819534274,-74.09955633883783,1
LOCALIDAD LOS MARTIRES,4.594196710035441,-74.09639348214345,1
LOCALIDAD BOSA,4.617141779932321,-74.17506364234706,1
LOCALIDAD RAFAEL URIBE URIBE,4.555827383832808,-74.11266668886459,1
LOCALIDAD DISTRITO CAPITAL,4.646416214186441,-74.13913114636127,1
LOCALIDAD DISTRITO CAPITAL,4.733889312842362,-74.02421235285028,1
LOCALIDAD CIUDAD BOLIVAR,4.548770797460106,-74.14170914955476,1
LOCALIDAD DISTRITO CAPITAL,4.584293819112068,-74.10521290100247,1
LOCALIDAD TUNJUELITO,4.562681341519853,-74.12524191836224,1
LOCALIDAD FUSCA,4.77427533529873,-74.04231486351745,1
LOCALIDAD ENGATIVA,4.696361964974614,-74.10671263059133,1
LOCALIDAD KENNEDY,4.610621888360666,-74.13132258914693,1
LOCALIDAD SAN CRISTOBAL,4.572055085752246,-74.0908595759804,1
LOCALIDAD RAFAEL URIBE URIBE,4.556891805524921,-74.11026766585498,1
LOCALIDAD SUBA,4.7219249250812885,-74.05223243826907,1
LOCALIDAD USAQUEN,4.690094835365285,-74.04627116993711,1
LOCALIDAD TUNJUELITO,4.59409435941633,-74.13791419697134,1
LOCALIDAD ARMENIA,4.619026018032853,-74.07466377142381,1
LOCALIDAD DISTRITO CAPITAL,4.6137680909859675,-74.17540108694499,1
LOCALIDAD BARRIOS UNIDOS,4.677610470714738,-74.08573942483753,1
LOCALIDAD CHAPINERO,4.632872884303562,-74.06636116606707,1
LOCALIDAD CHAPINERO,4.6329541986539935,-74.06628894082937,1
LOCALIDAD CHAPINERO,4.6481835114271615,-74.06376275464528,1
LOCALIDAD LOS MARTIRES,4.60914239876853,-74.07710148155084,1
LOCALIDAD USAQUEN,4.704761842569738,-74.02328836373228,1
LOCALIDAD BOSA,4.599723466859597,-74.16289591918506,1
LOCALIDAD KENNEDY,4.616636039471088,-74.13772478923569,1
LOCALIDAD PUENTE ARANDA,4.595658829157843,-74.13755173658471,1
LOCALIDAD KENNEDY,4.621838212243651,-74.13845772345013,1
LOCALIDAD SAN CRISTOBAL,4.545640473325565,-74.08972098353013,1
LOCALIDAD KENNEDY,4.641759021251703,-74.1552107692783,1
LOCALIDAD KENNEDY,4.598525967214809,-74.14475994464175,1
LOCALIDAD TUNJUELITO,4.587044937397432,-74.12815104126445,1
LOCALIDAD PUENTE ARANDA,4.6077676731842185,-74.12738664944511,1
LOCALIDAD DISTRITO CAPITAL,4.649704533823715,-74.10660942639112,1
LOCALIDAD PUENTE ARANDA,4.608136673283791,-74.09692579486598,1
LOCALIDAD SAN CRISTOBAL,4.573567483447632,-74.09226387453366,1
LOCALIDAD BARRIOS UNIDOS,4.675710528530235,-74.08545339539876,1
LOCALIDAD KENNEDY,4.6190840951390175,-74.14243658693835,1
LOCALIDAD RAFAEL URIBE URIBE,4.572769090621855,-74.09753814857791,1
LOCALIDAD USME,4.502063696688456,-74.08648556602151,1
LOCALIDAD DISTRITO CAPITAL,4.606784233495857,-74.1749674158441,1
LOCALIDAD SUBA,4.744121676051409,-74.06489708445886,1
LOCALIDAD KENNEDY,4.6388949496607985,-74.15808098093932,1
LOCALIDAD SAN CRISTOBAL,4.56970030991452,-74.07444792915354,1
LOCALIDAD USAQUEN,4.728681836295483,-74.04560551449772,1
LOCALIDAD KENNEDY,4.6114559198202665,-74.13281801798925,1
LOCALIDAD LOS MARTIRES,4.6148221107889675,-74.08338635935567,1
LOCALIDAD ENGATIVA,4.692166712208936,-74.1011552977985,1
LOCALIDAD ANTONIO NARIÑO,4.583840227499781,-74.10416780670825,1
LOCALIDAD SANTA FE,4.621730497272881,-74.06765584970996,1
LOCALIDAD BARRIOS UNIDOS,4.687355865252785,-74.074520443577,1
LOCALIDAD KENNEDY,4.630539144205862,-74.16780906471756,1
LOCALIDAD SANTA FE,4.603315768088541,-74.07610838694336,1
LOCALIDAD KENNEDY,4.608656868779258,-74.12960317313951,1
LOCALIDAD CIUDAD BOLIVAR,4.545526159762447,-74.13646689879656,1
LOCALIDAD CHAPINERO,4.650389078691982,-74.06260591857902,1
LOCALIDAD BOSA,4.613202681039202,-74.19506313756399,1
LOCALIDAD TUNJUELITO,4.570385981063033,-74.13079433737046,1
LOCALIDAD FUSCA,4.792700865983204,-74.02948540128646,1
LOCALIDAD BARRIOS UNIDOS,4.668183957387606,-74.09190910644091,1
LOCALIDAD DISTRITO CAPITAL,4.573203793675268,-74.10515456655327,1
LOCALIDAD USAQUEN,4.688252192456346,-74.03501336032626,1
LOCALIDAD USAQUEN,4.747220458657004,-74.02937795410855,1
LOCALIDAD RAFAEL URIBE URIBE,4.544115889669975,-74.1074800563448,1
LOCALIDAD USAQUEN,4.684075013226202,-74.03632632144718,1
LOCALIDAD SUBA,4.719694011347248,-74.06804036415275,1
LOCALIDAD KENNEDY,4.595162744431249,-74.1462513530993,1
LOCALIDAD ENGATIVA,4.70182567165718,-74.11391832222901,1
LOCALIDAD ENGATIVA,4.70182567165718,-74.11391832222901,1
LOCALIDAD BARRIOS UNIDOS,4.688054365681017,-74.06244773139109,1
LOCALIDAD PUENTE ARANDA,4.59562072785502,-74.15101950526186,1
LOCALIDAD PUENTE ARANDA,4.604480036233801,-74.13146526357606,1
LOCALIDAD CIUDAD BOLIVAR,4.5639364882072995,-74.14593682493069,1
LOCALIDAD PUENTE ARANDA,4.602033930030201,-74.12102934791919,1
LOCALIDAD DISTRITO CAPITAL,4.486836808361163,-74.10587361893646,1
LOCALIDAD KENNEDY,4.6549393685606155,-74.14085173112807,1
LOCALIDAD ENGATIVA,4.694169010696501,-74.10365909835068,1
LOCALIDAD SAN CRISTOBAL,4.5627161008955675,-74.08777052158877,1
LOCALIDAD CHAPINERO,4.685114700315806,-74.04914483194955,1
LOCALIDAD CHAPINERO,4.646013105793293,-74.06415326271144,1
LOCALIDAD DISTRITO CAPITAL,4.6531680858480655,-74.06413480526969,1
LOCALIDAD ENGATIVA,4.694829135789257,-74.0895306757298,1
LOCALIDAD ENGATIVA,4.694883291454555,-74.08944044882723,1
LOCALIDAD CIUDAD BOLIVAR,4.553503751069015,-74.14341620479874,1
LOCALIDAD LOS MARTIRES,4.610223884197192,-74.0880257506041,1
LOCALIDAD CANDELARIA,4.599085571828728,-74.0785206909633,1
LOCALIDAD ENGATIVA,4.67415143513761,-74.10393702079575,1
LOCALIDAD SUBA,4.74271040009303,-74.11275742272275,1
LOCALIDAD TUNJUELITO,4.5707914500572215,-74.12948679051038,1
LOCALIDAD ENGATIVA,4.711743461114527,-74.12403971379658,1
LOCALIDAD SUBA,4.752851960946673,-74.04610430597543,1
LOCALIDAD LOS MARTIRES,4.607754617443369,-74.08114178319356,1
LOCALIDAD ENGATIVA,4.688697231547827,-74.11851484077765,1
LOCALIDAD BARRIOS UNIDOS,4.656721814387215,-74.07008009234379,1
LOCALIDAD ENGATIVA,4.6902653541138415,-74.09278221058254,1
LOCALIDAD TUNJUELITO,4.57198856939554,-74.1395271878773,1
LOCALIDAD ANTONIO NARIÑO,4.5939078315657556,-74.10402003919813,1
LOCALIDAD SANTA FE,4.608404159128725,-74.07283855993873,1
LOCALIDAD KENNEDY,4.6512721079079435,-74.17554695911453,1
LOCALIDAD SANTA FE,4.602836401044739,-74.07614506305987,1
LOCALIDAD CHAPINERO,4.63719570882851,-74.06565233247913,1
LOCALIDAD BOSA,4.618867593402737,-74.18907083302126,1
LOCALIDAD SAN CRISTOBAL,4.578824753032974,-74.08655126492977,1
LOCALIDAD ANTONIO NARIÑO,4.597732101955987,-74.10961325385587,1
LOCALIDAD DISTRITO CAPITAL,4.629014112241124,-74.12587321973812,1
LOCALIDAD ENGATIVA,4.7139545243591146,-74.14168129608397,1
LOCALIDAD KENNEDY,4.6228380995976766,-74.14996852145521,1
LOCALIDAD KENNEDY,4.629647217107296,-74.14804020999863,1
LOCALIDAD KENNEDY,4.6311812593252295,-74.13749985694912,1
LOCALIDAD SUBA,4.739282973505734,-74.09943572919484,1
LOCALIDAD KENNEDY,4.636826598196015,-74.16070682301773,1
LOCALIDAD SAN CRISTOBAL,4.543714408478074,-74.0830982923516,1
LOCALIDAD LOS MARTIRES,4.608841252822723,-74.08907320366518,1
LOCALIDAD LOS MARTIRES,4.609256933170599,-74.0887481495675,1
LOCALIDAD LOS MARTIRES,4.602957638127463,-74.09303805738172,1
LOCALIDAD SANTA FE,4.618764941461675,-74.0687054228853,1
LOCALIDAD KENNEDY,4.63136215112537,-74.13748160786184,1
LOCALIDAD TEUSAQUILLO,4.648541796449507,-74.06791820483356,1
LOCALIDAD USME,4.493637286926829,-74.10436013876635,1
LOCALIDAD USME,4.510990552769373,-74.11474939998762,1
LOCALIDAD PUENTE ARANDA,4.626578981543049,-74.09560433911022,1
LOCALIDAD CIUDAD BOLIVAR,4.538383963692367,-74.1550619083289,1
LOCALIDAD BOSA,4.629886101630946,-74.2056280416425,1
LOCALIDAD PUENTE ARANDA,4.605277111475767,-74.12494672386433,1
LOCALIDAD BARRIOS UNIDOS,4.678479569363218,-74.05898054302179,1
LOCALIDAD TUNJUELITO,4.565917263444116,-74.1381732888785,1
LOCALIDAD SUBA,4.758582896679582,-74.0764276628293,1
LOCALIDAD TUNJUELITO,4.565917263444116,-74.1381732888785,1
LOCALIDAD KENNEDY,4.641942081656881,-74.15700456694837,1
LOCALIDAD ENGATIVA,4.684749579689773,-74.11554463693076,1
LOCALIDAD PUENTE ARANDA,4.612851827478651,-74.12777709402548,1
LOCALIDAD ENGATIVA,4.712441591002196,-74.09702706328612,1
LOCALIDAD ENGATIVA,4.696053767835315,-74.10620814206594,1
LOCALIDAD SUBA,4.728917936756277,-74.06618877172392,1
LOCALIDAD BOSA,4.626256724502796,-74.18008347457757,1
LOCALIDAD KENNEDY,4.634884895913405,-74.1633505316953,1
LOCALIDAD ENGATIVA,4.7197453720533105,-74.12127978688434,1
LOCALIDAD RAFAEL URIBE URIBE,4.559057842935015,-74.12096463701569,1
LOCALIDAD KENNEDY,4.641009358309767,-74.15615825042157,1
LOCALIDAD SUBA,4.738198430341875,-74.0863545737266,1
LOCALIDAD PUENTE ARANDA,4.622886655011749,-74.10136044854218,1
LOCALIDAD KENNEDY,4.615370984703811,-74.14631740501612,1
LOCALIDAD CIUDAD BOLIVAR,4.588794295563115,-74.16129507121387,1
LOCALIDAD CIUDAD BOLIVAR,4.528318343629998,-74.12656329132297,1
LOCALIDAD SUBA,4.740298246402903,-74.12935956852557,1
LOCALIDAD ENGATIVA,4.716647866812584,-74.10407212597238,1
LOCALIDAD TEUSAQUILLO,4.636719402583132,-74.07488419407782,1
LOCALIDAD FONTIBON,4.6877226915287915,-74.14963820789508,1
LOCALIDAD CHAPINERO,4.683418091089112,-74.04539671130038,1
LOCALIDAD DISTRITO CAPITAL,4.46164719779243,-74.15380745666076,1
LOCALIDAD KENNEDY,4.639552852303609,-74.14104164908282,1
LOCALIDAD DISTRITO CAPITAL,4.61369869822396,-74.17019059340461,1
LOCALIDAD BARRIOS UNIDOS,4.663061515498473,-74.07601279085274,1
LOCALIDAD CIUDAD BOLIVAR,4.55378980464395,-74.1405584248218,1
LOCALIDAD RAFAEL URIBE URIBE,4.568886972707567,-74.12547778442428,1
LOCALIDAD KENNEDY,4.62035021012487,-74.14220067970903,1
LOCALIDAD ENGATIVA,4.707884450943586,-74.14134613370847,1
LOCALIDAD DISTRITO CAPITAL,4.651635042665706,-74.1240243207712,1
LOCALIDAD ANTONIO NARIÑO,4.587462909210514,-74.08625184027407,1
LOCALIDAD DISTRITO CAPITAL,4.764056302691063,-74.03748719354756,1
LOCALIDAD SUBA,4.730307319342027,-74.07021709492233,1
LOCALIDAD DISTRITO CAPITAL,4.584821024021131,-74.13669035245562,1
LOCALIDAD KENNEDY,4.6284314413696706,-74.12284492600737,1
LOCALIDAD DISTRITO CAPITAL,4.605927014899261,-74.13119306920174,1
LOCALIDAD TUNJUELITO,4.589861744602471,-74.13855930452202,1
LOCALIDAD DISTRITO CAPITAL,4.721138056275859,-74.0261686001182,1
LOCALIDAD KENNEDY,4.639191123173156,-74.15612434907365,1
LOCALIDAD ANTONIO NARIÑO,4.586638086119646,-74.09917038522443,1
LOCALIDAD KENNEDY,4.6456211258504485,-74.15485458167895,1
LOCALIDAD KENNEDY,4.617383950466137,-74.1503265957215,1
LOCALIDAD SUBA,4.745837028096308,-74.08266587931635,1
LOCALIDAD KENNEDY,4.614046372131011,-74.1355914180058,1
LOCALIDAD KENNEDY,4.6482088014744845,-74.14783765741436,1
LOCALIDAD BOSA,4.608449127627205,-74.19111098532134,1
LOCALIDAD ENGATIVA,4.679879053242226,-74.08432105353872,1
LOCALIDAD RAFAEL URIBE URIBE,4.563628245739198,-74.10819515826527,1
LOCALIDAD ANTONIO NARIÑO,4.580008007451747,-74.099458128124,1
LOCALIDAD DISTRITO CAPITAL,4.47539144957105,-74.12618475968407,1
LOCALIDAD DISTRITO CAPITAL,4.762210636534375,-74.02436189611693,1
LOCALIDAD KENNEDY,4.618431237103007,-74.16384763523507,1
LOCALIDAD ANTONIO NARIÑO,4.58971550696178,-74.12247773052138,1
LOCALIDAD DISTRITO CAPITAL,4.758558070293256,-74.02561129473597,1
LOCALIDAD RAFAEL URIBE URIBE,4.568383464812712,-74.10595378692258,1
LOCALIDAD BOSA,4.632487437549943,-74.2021903710961,1
LOCALIDAD KENNEDY,4.614906546841441,-74.136275499484,1
LOCALIDAD BOSA,4.599775353652995,-74.16086756616873,1
LOCALIDAD KENNEDY,4.642698480655781,-74.15412783284359,1
LOCALIDAD DISTRITO CAPITAL,4.587678542179701,-74.12848380566746,1
LOCALIDAD ENGATIVA,4.670735098869166,-74.10621323926944,1
LOCALIDAD KENNEDY,4.651277568624139,-74.17249076196084,1
LOCALIDAD KENNEDY,4.653116323810542,-74.15176242098747,1
LOCALIDAD PUENTE ARANDA,4.6272098236611505,-74.1080079539928,1
LOCALIDAD CANDELARIA,4.594838118347223,-74.08159103480847,1
LOCALIDAD ENGATIVA,4.706147101450387,-74.11916911734481,1
LOCALIDAD BOSA,4.629383731907233,-74.19335004835345,1
LOCALIDAD KENNEDY,4.656790724409481,-74.13838830738804,1
LOCALIDAD BARRIOS UNIDOS,4.665859215530238,-74.07801052299857,1
LOCALIDAD RAFAEL URIBE URIBE,4.588644554685675,-74.1195854168706,1
LOCALIDAD ENGATIVA,4.7180632777236315,-74.1433081649982,1
LOCALIDAD KENNEDY,4.615558242530244,-74.13660825822666,1
LOCALIDAD KENNEDY,4.610826173072737,-74.1659119040614,1
LOCALIDAD ENGATIVA,4.696460706388256,-74.08519201601021,1
LOCALIDAD CHAPINERO,4.679915106552595,-74.0502877908335,1
LOCALIDAD ENGATIVA,4.710908478891565,-74.09363906701122,1
LOCALIDAD SAN CRISTOBAL,4.568095719863711,-74.08579866290498,1
LOCALIDAD TUNJUELITO,4.577855888488508,-74.12927994537395,1
LOCALIDAD ENGATIVA,4.667556830702208,-74.11077002181318,1
LOCALIDAD SUBA,4.743567461949137,-74.10399244218387,1
LOCALIDAD TEUSAQUILLO,4.651757214146998,-74.07801987882793,1
LOCALIDAD USAQUEN,4.705557616434044,-74.0426619116143,1
LOCALIDAD PUENTE ARANDA,4.62816450358475,-74.11913111774606,1
LOCALIDAD PUENTE ARANDA,4.621138408858379,-74.12105093665215,1
LOCALIDAD SUBA,4.75072215081371,-74.10370370245543,1
LOCALIDAD CHAPINERO,4.685087551692726,-74.04913585319001,1
LOCALIDAD DISTRITO CAPITAL,4.56976727726015,-74.10581686078388,1
LOCALIDAD CIUDAD BOLIVAR,4.546907402737397,-74.14935517132747,1
LOCALIDAD CHAPINERO,4.694395019846952,-74.05556038092332,1
LOCALIDAD TUNJUELITO,4.549515025213402,-74.12127368130146,1
LOCALIDAD KENNEDY,4.612105747978016,-74.1771969539697,1
LOCALIDAD ENGATIVA,4.669576031713567,-74.10525006039916,1
LOCALIDAD CIUDAD BOLIVAR,4.552184727133113,-74.14480592018805,1
LOCALIDAD USAQUEN,4.7372541791836404,-74.02419862065476,1
LOCALIDAD DISTRITO CAPITAL,4.654708092155124,-74.12203716965398,1
LOCALIDAD DISTRITO CAPITAL,4.654789412972987,-74.12196494697581,1
LOCALIDAD SUBA,4.751076514553328,-74.07747454304814,1
LOCALIDAD BARRIOS UNIDOS,4.6761439730764,-74.0848848618753,1
LOCALIDAD CIUDAD BOLIVAR,4.5685313518376915,-74.14562490783719,1
LOCALIDAD KENNEDY,4.636944075006694,-74.16060751826797,1
LOCALIDAD ANTONIO NARIÑO,4.5952190039709135,-74.10366683918177,1
LOCALIDAD USAQUEN,4.704858096734629,-74.04705350538562,1
LOCALIDAD ANTONIO NARIÑO,4.5947399490297425,-74.1039558993753,1
LOCALIDAD KENNEDY,4.616011313193485,-74.15986591035946,1
LOCALIDAD KENNEDY,4.599683298829348,-74.14432586371571,1
LOCALIDAD SUBA,4.737500667092034,-74.10615514368921,1
LOCALIDAD ENGATIVA,4.707129417135909,-74.13064513941157,1
LOCALIDAD LOS MARTIRES,4.604692987539898,-74.09193608729046,1
LOCALIDAD KENNEDY,4.630452935749993,-74.14109771135396,1
LOCALIDAD PUENTE ARANDA,4.628795384275589,-74.11727326894768,1
LOCALIDAD SAN CRISTOBAL,4.558713720390909,-74.09875456896269,1
LOCALIDAD ENGATIVA,4.702116059880558,-74.1146482369437,1
LOCALIDAD ENGATIVA,4.681732681402212,-74.11183401627804,1
LOCALIDAD ENGATIVA,4.710233577758111,-74.12462764043252,1
LOCALIDAD USME,4.49702833809192,-74.10349072971377,1
LOCALIDAD DISTRITO CAPITAL,4.569109710014023,-74.10079681637178,1
LOCALIDAD RAFAEL URIBE URIBE,4.563348055071809,-74.10837578507228,1
LOCALIDAD ENGATIVA,4.687031503487999,-74.07548553227738,1
LOCALIDAD BOSA,4.627125520145072,-74.18827713588328,1
LOCALIDAD SUBA,4.689800804442709,-74.0697029166216,1
LOCALIDAD BOSA,4.60704650222681,-74.1906528164577,1
LOCALIDAD ENGATIVA,4.693706103989362,-74.11660624117289,1
LOCALIDAD KENNEDY,4.6392476979398545,-74.13559691134125,1
LOCALIDAD RAFAEL URIBE URIBE,4.562707426378951,-74.10967459780153,1
LOCALIDAD ENGATIVA,4.680988922841206,-74.11738853459418,1
LOCALIDAD LOS MARTIRES,4.609772033633423,-74.08835986628985,1
LOCALIDAD USAQUEN,4.712735240389727,-74.03290605310691,1
LOCALIDAD KENNEDY,4.645661262130162,-74.1506173935946,1
LOCALIDAD BOSA,4.61960962840286,-74.18931339356408,1
LOCALIDAD KENNEDY,4.617026023169406,-74.15359038916094,1
LOCALIDAD KENNEDY,4.638840645208533,-74.1209479531918,1
LOCALIDAD KENNEDY,4.617044254467948,-74.15370756036664,1
LOCALIDAD PUENTE ARANDA,4.63014292088586,-74.1098433191428,1
LOCALIDAD CHAPINERO,4.683436268118914,-74.04545979452497,1
LOCALIDAD BARRIOS UNIDOS,4.671830025712537,-74.07857970991815,1
LOCALIDAD KENNEDY,4.633302934869472,-74.16423586776003,1
LOCALIDAD BOSA,4.611528180103608,-74.18623047413976,1
LOCALIDAD KENNEDY,4.6435656911403145,-74.153144146623,1
LOCALIDAD BOSA,4.6055710073971,-74.19773108573224,1
LOCALIDAD CHAPINERO,4.678380895399275,-74.03960667560183,1
LOCALIDAD LA CANDELARIA,4.590366159350643,-74.07891950235219,1
LOCALIDAD ENGATIVA,4.708496056970312,-74.13851437041774,1
LOCALIDAD ENGATIVA,4.7028857964744795,-74.1153234525585,1
LOCALIDAD ENGATIVA,4.713076414098806,-74.14113239582834,1
LOCALIDAD TUNJUELITO,4.564280715547085,-74.1387791884309,1
LOCALIDAD FONTIBON,4.662808672077602,-74.13311600299912,1
LOCALIDAD USAQUEN,4.689273551881702,-74.03445300036891,1
LOCALIDAD KENNEDY,4.629271071477518,-74.12885684447096,1
LOCALIDAD ENGATIVA,4.6629250872395165,-74.0962972858557,1
LOCALIDAD SAN LUIS,4.666188253021167,-74.02042100105425,1
LOCALIDAD CIUDAD BOLIVAR,4.569065898179609,-74.14633639775717,1
LOCALIDAD USME,4.517184251328672,-74.1200508454067,1
LOCALIDAD USME,4.4971842318312545,-74.10521206430464,1
LOCALIDAD CIUDAD BOLIVAR,4.561239874480432,-74.14511071317733,1
LOCALIDAD PUENTE ARANDA,4.614562262328336,-74.11382021532518,1
LOCALIDAD ENGATIVA,4.678932838929246,-74.08705396615184,1
LOCALIDAD USAQUEN,4.6926516853877045,-74.05069432855989,1
LOCALIDAD CHAPINERO,4.668615887477881,-74.0559375291995,1
LOCALIDAD TUNJUELITO,4.570160516598824,-74.131353488761,1
LOCALIDAD TUNJUELITO,4.570133499729261,-74.13145267738015,1
LOCALIDAD FONTIBON,4.662951907683523,-74.139255296818,1
LOCALIDAD SUBA,4.753168435644966,-74.05257758896789,1
LOCALIDAD SUBA,4.753168435644966,-74.05257758896789,1
LOCALIDAD SAN CRISTOBAL,4.569363319063552,-74.08675254883485,1
LOCALIDAD DISTRITO CAPITAL,4.593526767472341,-74.0817910287677,1
LOCALIDAD KENNEDY,4.6194061357177265,-74.13946130549077,1
LOCALIDAD CHAPINERO,4.640776870537183,-74.06499855077699,1
LOCALIDAD DISTRITO CAPITAL,4.614354967453799,-74.21429966210451,1
LOCALIDAD TUNJUELITO,4.592671734587665,-74.12845971906789,1
LOCALIDAD SANTA FE,4.6062422409508725,-74.0728143171945,1
LOCALIDAD USAQUEN,4.72712302244239,-74.05000744560277,1
LOCALIDAD ANTONIO NARIÑO,4.594629757147008,-74.10264894465847,1
LOCALIDAD KENNEDY,4.617167357429725,-74.16599465169219,1
LOCALIDAD KENNEDY,4.652932381959124,-74.17201101747862,1
LOCALIDAD DISTRITO CAPITAL,4.760088932123479,-74.0335796027077,1
LOCALIDAD LOS MARTIRES,4.6070255342327595,-74.0839372248804,1
LOCALIDAD RAFAEL URIBE URIBE,4.554573977151958,-74.10853983781132,1
LOCALIDAD FONTIBON,4.685797060870023,-74.158025142866,1
LOCALIDAD SUBA,4.69546873255325,-74.0806223686823,1
LOCALIDAD DISTRITO CAPITAL,4.7602938321846375,-74.03134325723022,1
LOCALIDAD SAN CRISTOBAL,4.570283930504284,-74.09943422152611,1
LOCALIDAD KENNEDY,4.623094307124703,-74.15241125469294,1
LOCALIDAD CHAPINERO,4.662907518793873,-74.04874203761413,1
LOCALIDAD FONTIBON,4.690943498049975,-74.16506932955635,1
LOCALIDAD KENNEDY,4.62045159859909,-74.14376012688861,1
LOCALIDAD USME,4.505653489391416,-74.11465671221029,1
LOCALIDAD PUENTE ARANDA,4.619925408075876,-74.10588056753741,1
LOCALIDAD KENNEDY,4.616246406038015,-74.13717535778929,1
LOCALIDAD KENNEDY,4.650734080607754,-74.14909675750184,1
LOCALIDAD PUENTE ARANDA,4.6243971563574,-74.10126839714941,1
LOCALIDAD KENNEDY,4.615259416563706,-74.13634719105454,1
LOCALIDAD SUBA,4.735624976860874,-74.05604565946891,1
LOCALIDAD ENGATIVA,4.703898219533037,-74.13639227152908,1
LOCALIDAD USME,4.500142179669146,-74.10522648021602,1
LOCALIDAD TEUSAQUILLO,4.629835041644009,-74.08828015098938,1
LOCALIDAD CIUDAD BOLIVAR,4.5598937731016225,-74.13897371105152,1
LOCALIDAD KENNEDY,4.639719537646726,-74.16690582531407,1
LOCALIDAD KENNEDY,4.65446922002779,-74.15598898015934,1
LOCALIDAD DISTRITO CAPITAL,4.553536685466382,-74.11827617027232,1
LOCALIDAD USME,4.535265566155313,-74.11183553603412,1
LOCALIDAD BARRIOS UNIDOS,4.678878321712807,-74.05953896459799,1
LOCALIDAD SUBA,4.7568610111921155,-74.06066024279941,1
LOCALIDAD TEUSAQUILLO,4.656042834581838,-74.10450089125577,1
LOCALIDAD ENGATIVA,4.712776536986831,-74.12552605804049,1
LOCALIDAD ENGATIVA,4.699134610846459,-74.11037852033512,1
LOCALIDAD TUNJUELITO,4.569934532768851,-74.1389797712776,1
LOCALIDAD KENNEDY,4.626767353940379,-74.14528508263642,1
LOCALIDAD CIUDAD BOLIVAR,4.547828375356931,-74.15560076640858,1
LOCALIDAD BOSA,4.6267677830167475,-74.19185651302308,1
LOCALIDAD PUENTE ARANDA,4.60338381377824,-74.122713419067,1
LOCALIDAD BOSA,4.599701083946008,-74.15925403470891,1
LOCALIDAD KENNEDY,4.61682709237394,-74.15365372872101,1
LOCALIDAD ENGATIVA,4.70617160217157,-74.13146677637019,1
LOCALIDAD KENNEDY,4.64302330483391,-74.15344229372242,1
LOCALIDAD SANTA FE,4.616468041451912,-74.06921323715129,1
LOCALIDAD KENNEDY,4.637895825921768,-74.15465642551747,1
LOCALIDAD USAQUEN,4.740871960401149,-74.04333476930348,1
LOCALIDAD TEUSAQUILLO,4.648623639356432,-74.08899528527964,1
LOCALIDAD CANDELARIA,4.601851138620194,-74.07668720075124,1
LOCALIDAD PUENTE ARANDA,4.603585690743514,-74.13243091155125,1
LOCALIDAD USME,4.50908134591002,-74.11428301506834,1
LOCALIDAD CIUDAD BOLIVAR,4.579689058158759,-74.15687962982945,1
LOCALIDAD CIUDAD BOLIVAR,4.570735334752858,-74.15822421419732,1
LOCALIDAD KENNEDY,4.612713673089107,-74.14058719617219,1
LOCALIDAD KENNEDY,4.64063764430332,-74.14047238650292,1
LOCALIDAD DISTRITO CAPITAL,4.601878357130145,-74.07675026686135,1
LOCALIDAD PUENTE ARANDA,4.608904528525503,-74.117712537248,1
LOCALIDAD KENNEDY,4.629400745370791,-74.16897333275959,1
LOCALIDAD RAFAEL URIBE URIBE,4.55890487158524,-74.12162284682586,1
LOCALIDAD DISTRITO CAPITAL,4.758556322923856,-74.04371613272271,1
LOCALIDAD SUBA,4.7992698101412845,-74.04371379576078,1
LOCALIDAD PUENTE ARANDA,4.606925373954482,-74.12653128549601,1
LOCALIDAD KENNEDY,4.620151747263851,-74.16538716713485,1
LOCALIDAD USAQUEN,4.7047933833685684,-74.04603482069912,1
LOCALIDAD RAFAEL URIBE URIBE,4.553009684829051,-74.10902851537296,1
LOCALIDAD TEUSAQUILLO,4.623975032997967,-74.0755047373785,1
LOCALIDAD DISTRITO CAPITAL,4.574931929133255,-74.13492640049375,1
LOCALIDAD LA CANDELARIA,4.602417814516436,-74.06730242843803,1
LOCALIDAD KENNEDY,4.634045857151657,-74.12047608645638,1
LOCALIDAD KENNEDY,4.649862452471812,-74.14642027902124,1
LOCALIDAD SUBA,4.75214023335072,-74.08151246887488,1
LOCALIDAD DISTRITO CAPITAL,4.723697316964527,-74.02575029993004,1
LOCALIDAD KENNEDY,4.61413313760387,-74.17039743013017,1
LOCALIDAD USAQUEN,4.704939073704939,-74.04673784610844,1
LOCALIDAD CHAPINERO,4.655292298427588,-74.05625281133187,1
LOCALIDAD TUNJUELITO,4.595473908624287,-74.14172568502725,1
LOCALIDAD USAQUEN,4.713071775844197,-74.0342399203813,1
LOCALIDAD BOSA,4.597062173557909,-74.1768446384735,1
LOCALIDAD SUBA,4.708050904011754,-74.06017609085215,1
LOCALIDAD TEUSAQUILLO,4.650917636876478,-74.07239556617525,1
LOCALIDAD ENGATIVA,4.677604716505577,-74.10226476848185,1
LOCALIDAD CHAPINERO,4.6527238895827745,-74.05663486465886,1
LOCALIDAD RAFAEL URIBE URIBE,4.542158936118588,-74.10498564527259,1
LOCALIDAD BOSA,4.625699954634035,-74.19148810764965,1
LOCALIDAD KENNEDY,4.639142750583253,-74.11658430541604,1
LOCALIDAD SAN CRISTOBAL,4.5679514308192095,-74.0720614564417,1
LOCALIDAD PUENTE ARANDA,4.604539414911723,-74.11360726731893,1
